s,quadrupole_param_1,quadrupole_param_2,X,X_prime,Y,Y_prime
0.0,0.9548458710462177,-1.0068743838457426,0.42622263784233777,0.1857215723967955,0.45966708849906124,0.22199764843343442
0.05900473933649289,1.019406678431859,-1.0259458802173507,0.43680985983666,0.1728637554217051,0.47398113986409496,0.26338236941090515
0.11800947867298578,1.048938156470509,-1.0248883725234499,0.44661850286810006,0.15962685543431873,0.4907427410333215,0.3046707940415705
0.17701421800947867,1.0066940516601954,-0.9719364174996636,0.45562167712003626,0.1455482680273514,0.5099566092065041,0.3465461922172357
0.23601895734597156,0.9941387702169633,-0.9788444879367496,0.4637945734529018,0.131181574358265,0.5316355693791718,0.3886006638501479
0.2950236966824644,0.9770728622527766,-1.0377021031295661,0.4710782734577513,0.11565907538192023,0.5558418818601834,0.43197316699771643
0.35402843601895734,0.9535466231623346,-0.9786545716120459,0.47742117973068426,0.09910491895508254,0.5826423221944027,0.4768176506314814
0.41303317535545025,0.9920644792696174,-0.9954779237486553,0.4827120162960135,0.08022341238435313,0.6121969308856583,0.5250202048587471
0.4720379146919431,0.9962872925337232,-0.9670566446955456,0.48689332830300136,0.0615340315104411,0.6446079448346147,0.5736244691883378
0.531042654028436,1.03721721124098,-0.9780537986726331,0.4899754460437705,0.04252242369769316,0.6799084502219304,0.6236624867711762
0.5900473933649288,1.034091205049502,-1.0046398081114034,0.49191999089294763,0.023572041817905072,0.7182156846922679,0.6747183866867963
0.6490521327014218,1.0118264298526363,-0.9578624450170401,0.49273763789125175,0.004041178449293165,0.7595896305954106,0.7280825100962455
0.7080568720379147,0.9885226833716969,-1.017269074155273,0.4924073028033899,-0.015172097505239337,0.8041529046910474,0.7826055606562611
0.7670616113744075,0.0,-0.0,0.4910987599856429,-0.021898945929133183,0.8517222154941144,0.8176296351142077
0.8260663507109005,0.0,-0.0,0.49009802475412617,-0.012742267777734958,0.9001665357454218,0.8254892594340956
0.8850710900473934,0.0,-0.0,0.48959523032135205,-0.004347859187017402,0.9491221198133996,0.8338409302947815
0.9440758293838862,0.0,-0.0,0.48957944889199617,0.00376753777045282,0.9985621592430436,0.8419124326810359
