s,quadrupole_param_1,quadrupole_param_2,X,X_prime,Y,Y_prime
0.0,1.0215273587415277,-1.0151583173949899,0.4825384060143913,0.2475062721925401,0.36590081305851785,0.03781916764692919
0.05900473933649289,1.0104789916090546,-1.0002749144840013,0.49669817229550994,0.23193988074288643,0.3691857192067822,0.0737514895288666
0.11800947867298578,1.0200034370321271,-0.95533870766422,0.5098676553600049,0.2148018547012493,0.37461838399577196,0.1100020685418267
0.17701421800947867,1.0041594424036195,-0.974332667356171,0.5220573431059206,0.19812984405292974,0.3821459551274767,0.1452296859479135
0.23601895734597156,1.028140599431546,-0.9617450438072356,0.5331871406601195,0.17892288828463482,0.3917919733135542,0.18180139660998368
0.2950236966824644,1.0273876519410206,-0.9859820982061508,0.543109824932931,0.15676642027731133,0.40363961612389526,0.2202185639021027
0.35402843601895734,1.011709005809181,-0.9904132816648018,0.5517690010675929,0.13717480291230766,0.41771610816133026,0.2565574146356217
0.41303317535545025,0.9534393261740602,-0.9698102415887443,0.559245737894533,0.11568666086351984,0.4339565497841531,0.29438392036275807
0.4720379146919431,0.9930987973115168,-1.0084829116775025,0.5654088515830981,0.09273077111206925,0.4524691908995193,0.3335613121197123
0.531042654028436,0.973764044666476,-0.9832803845179993,0.5702214880821089,0.07060935999348855,0.4733001115933804,0.3724169440308207
0.5900473933649288,1.032237274452949,-1.0193624786737692,0.5737869294956074,0.05015577942375707,0.4963916353823477,0.41046543474605557
0.6490521327014218,1.0083364191644582,-0.9979409734089993,0.5760515688734085,0.026253403918713357,0.5218295238899672,0.4522240141686156
0.7080568720379147,0.9806717051755846,-1.0030236932278047,0.576901994972456,0.0029500518670380962,0.5497616162000197,0.49438452340168026
0.7670616113744075,0.0,-0.0,0.5764541596783859,-0.011072258721117714,0.5801393542560859,0.5284507496639796
0.8260663507109005,0.0,-0.0,0.5761001331792779,-0.0009722536762870899,0.6116196784985367,0.5385478493798784
0.8850710900473934,0.0,-0.0,0.5763342064822038,0.008862475856399462,0.6436878078261269,0.5483756292236543
0.9440758293838862,0.0,-0.0,0.5771440083923947,0.01864927818282227,0.6763252081716367,0.5576773935363786
1.0030805687203792,-1.021611835319814,0.9998718297966498,0.578998745535141,0.04443833199523865,0.7089794083244879,0.5465614078323112
1.062085308056872,-1.0072579219400248,0.9720834053533287,0.5827767766307868,0.08557160459719676,0.7404526887370515,0.5153586042148017
1.121090047393365,-0.9892183184508884,0.9682150708770946,0.5890199441391281,0.1310310606481636,0.7699262357547912,0.4773072944030048
1.1800947867298577,-0.9501231837205146,0.9702596762210411,0.5979836727153302,0.17500629389665814,0.7969930595044674,0.4394882375350514
1.2390995260663507,-0.9999162082248435,0.9713294463386968,0.6096369692099264,0.21689452718025226,0.8216579938941376,0.40282464016804775
1.2981042654028436,-0.9886681544128331,1.012169139355386,0.6237482834533103,0.2605059271275583,0.8442105527889261,0.3630079893090161
1.3571090047393364,-1.0260158621641076,0.9939592928715392,0.6404860043234667,0.3061451016581055,0.8643455497666238,0.3199699869188565
1.4161137440758294,-1.0343056180553567,0.9614862129801219,0.6599310468116825,0.3527867242119704,0.8819131800522884,0.27546521454305634
1.4751184834123223,-1.0280307607820354,1.0230681296452506,0.682120533408505,0.3999657910132617,0.8968605887038396,0.2305213027369087
1.534123222748815,-0.9837699096752969,1.0458695219117373,0.7070961703450079,0.4475213684442076,0.9091601054924603,0.18571290003924998
1.593127962085308,-1.0440642372370312,0.985235026355068,0.734904247592792,0.49559659304515613,0.9188092449025961,0.14116167297245957
1.652132701421801,-0.9511794547908324,0.9560783795333077,0.7656592773274812,0.547980237619972,0.9257362420565132,0.09250869851515892
1.7111374407582938,-0.9729773823495803,1.0450681615438537,0.7995638192332258,0.602068022408943,0.9297681467328051,0.04346959367492129
1.7701421800947867,0.0,-0.0,0.8360465247043714,0.6233203373973197,0.9316569972828377,0.03347140694471524
1.8291469194312795,0.0,-0.0,0.8730306820318504,0.6302270038902912,0.9338167688886321,0.039743319261881765
1.8881516587677725,0.0,-0.0,0.9104086009041784,0.6366956867210484,0.9363533151993371,0.04621088416236635
1.9471563981042654,0.0,-0.0,0.9481640445636663,0.6430239646005377,0.939267348027847,0.05253894915553394
2.0061611374407584,0.0,-0.0,0.9862888408323294,0.6492154660981719,0.9425507424292936,0.05873100679895573
2.065165876777251,0.0,-0.0,1.0247750231046235,0.6552737656839381,0.9461955735076607,0.06479051011861575
2.124170616113744,0.0,-0.0,1.0636148302996546,0.6612023834983665,0.9501941163887189,0.07072087227924828
2.183175355450237,0.0,-0.0,1.1028007068611774,0.6670047853525308,0.9545388462200247,0.07652546658433784
2.24218009478673,0.0,-0.0,1.1423253027575955,0.6726843827280485,0.9592224381709217,0.08220762647611907
2.3011848341232226,0.0,-0.0,1.182181473481962,0.6782445327770801,0.9642377674325396,0.08777064553557681
2.3601895734597154,0.0,-0.0,1.2223622800519796,0.6836885383223298,0.9695779092177947,0.09321777748244622
2.4191943127962086,0.0,-0.0,1.262860965457754,0.6890196285978969,0.9752361192229638,0.09855220733348705
2.4781990521327013,0.0,-0.0,1.303670957472347,0.6942409470879404,0.981205838114219,0.10377703459100392
2.537203791469194,0.0,-0.0,1.3447858804934272,0.6993555722968275,0.9874806987603696,0.10889530425636977
2.5962085308056873,0.0,-0.0,1.3861995270433505,0.7043665043965109,0.9940545007578858,0.11390998623490055
2.65521327014218,0.0,-0.0,1.4279058577249706,0.7092766651981903,1.0009212103928842,0.11882397529286534
2.7142180094786728,0.0,-0.0,1.4698990012216402,0.7140888981523134,1.0080749606411288,0.1236400910574866
2.773222748815166,0.0,-0.0,1.51217325429721,0.718805968348575,1.01551005116803,0.12836107801694008
2.8322274881516587,0.0,-0.0,1.5547230817960285,0.7234305625159178,1.0232209483286454,0.1329896055203546
2.8912322274881515,0.0,-0.0,1.5975431166429432,0.7279652890225314,1.0312022851676794,0.13752826777781246
2.9502369668246446,0.0,-0.0,1.640888873421311,0.7386287951956887,1.039292529682382,0.1381950009290357
3.0092417061611374,1.0000859774077901,-0.971792438294043,1.6849527002041675,0.7496871296216269,1.0473669123873592,0.138444829903169
3.06824644549763,0.9622969460132224,-1.0398143433470428,1.7282371017189049,0.7243476518611365,1.056315496505677,0.16059224666277355
3.1272511848341233,0.9569436473826052,-1.0379986943412678,1.7688473409316967,0.6508885405379408,1.0672714852844876,0.21167718814460443
3.186255924170616,0.964957554118892,-1.0002158206826253,1.804579312972623,0.5454959048510226,1.0815586292633015,0.2817392155809847
