s,quadrupole_param_1,quadrupole_param_2,X,X_prime,Y,Y_prime
0.0,0.9860723575639377,-0.9943601359708814,0.41216638948117273,0.08772092203649531,0.4564832963569757,0.1496010610685937
0.05900473933649289,0.9902234636824043,-1.0301359307004079,0.41701700094169036,0.0764960254276795,0.46651762287157983,0.1907032023301071
0.11800947867298578,1.0264880285481528,-0.9828082352357339,0.421164455544459,0.06420850621351377,0.47901807746492353,0.2328551479280448
0.17701421800947867,0.9930563910490875,-1.0394077614603432,0.4245999167667873,0.052323453023722946,0.4939905886584089,0.27456418933314813
0.23601895734597156,1.0471525077583663,-0.9596668063388487,0.4273338313184669,0.040374719455081,0.511428056444436,0.31649555709176663
0.2950236966824644,1.006543819888156,-0.9679428723993776,0.42936921189973115,0.02858936737965405,0.531339656388505,0.35850930137048276
0.35402843601895734,1.0262619753083526,-1.0264417394121457,0.4306543792186032,0.014646793948011461,0.5538106957773696,0.40366994372241705
0.41303317535545025,0.9722594846998928,-1.0233788339853656,0.4311080000073453,0.0008927808126763109,0.5789763360629985,0.4492462434278622
0.4720379146919431,1.0459590862028618,-0.9508848372909802,0.43074995975499825,-0.012965000519929739,0.606855787278339,0.49581389314595375
0.531042654028436,1.0362422396254258,-0.9683804495227519,0.42955599961089214,-0.027341372949012007,0.6375385723377712,0.5441468148260697
0.5900473933649288,0.9959930771282839,-0.9507140993174894,0.427540458867423,-0.04102210878071311,0.6710694233888527,0.5926991509547767
0.6490521327014218,1.0265372461256577,-1.031102884557305,0.42472200375288494,-0.05452544233340491,0.7074988366645794,0.642356765112218
0.7080568720379147,1.020957286159124,-1.0135166433611726,0.421098606955384,-0.06851226787020825,0.7469183584880004,0.6944617649141424
0.7670616113744075,0.0,-0.0,0.4166481407828515,-0.0793819857904453,0.7894675342679918,0.7425093764904468
0.8260663507109005,0.0,-0.0,0.4122639775794211,-0.06934734979616955,0.833543138693355,0.7515435691902883
0.8850710900473934,0.0,-0.0,0.40845114363632024,-0.05994055596668169,0.8781645363815558,0.7608743683674668
0.9440758293838862,0.0,-0.0,0.4051733918847826,-0.051631460933353836,0.9233544313791189,0.7718097590141958
1.0030805687203792,-1.0066473902494566,0.9778825154663643,0.402569232322024,-0.03150876493080827,0.9687243719310414,0.7536031725271083
1.062085308056872,-1.0408916736526725,1.02110378104035,0.40169346367554815,0.0011964049150432615,1.0116614557825392,0.7027133728138837
1.121090047393365,-0.9674571177504957,0.9810564017792118,0.40269204965037403,0.033055581002118396,1.0516299528793813,0.650511942776123
1.1800947867298577,-0.9940645555340172,1.0239374286495462,0.4055732404335872,0.06437497162674079,1.0884293791007043,0.5970062265132885
1.2390995260663507,-0.9881279246771207,1.0308736349618026,0.4103520905966834,0.09784519607743786,1.1218675792519308,0.5354355714911101
